doi,volume,year,pages_start,pages_end,pdf_url,title_local,authors_local,n_authors_local,oa_id,oa_title,oa_cited_by,oa_n_authors,oa_type,oa_is_oa,oa_countries,oa_institutions,oa_concepts_top,dc_views,dc_downloads,dc_citations,dc_publisher,dc_pubyear
10.5281/zenodo.17643966,41,2025,270,281,https://fs.unm.edu/NCML/18-270-281Regresi%C3%B3nm%C3%BAltipleoptimizaraprovisionamientohotelero.pdf,"Regresión múltiple para optimizar el aprovisionamiento hotelero: modelo con enfoque normativo, sostenible y digital","Ernesto Guilart Caisés, Ivis Taide González-Camejo, Leudis Orlando Vega de la Cruz, Lisbet Eunice Pérez Anzardo",4,https://openalex.org/W7105999629,"Regresión múltiple para optimizar el aprovisionamiento hotelero: modelo con enfoque normativo, sostenible y digital.",0,1,article,True,CU,University of Holguín,Humanities|Political science|Welfare economics|Work (physics)|Physics,0,0,0,Zenodo,2025
10.5281/zenodo.17666223,41,2025,282,304,https://fs.unm.edu/NCML/19-282-304Modelogobernanzadigitalbasadom%C3%A9todosmulticriterio.pdf,Modelo de gobernanza digital basado en métodos multicriterio AHP-TOPSIS: una estrategia para optimizar la eficiencia administrativa en el GAD Municipal de San Pedro de Pelileo,"Asanza Espinoza Janeth Del Carmen, José Daniel Oña Rodríguez, Dr. Maikel Leyva-Vázquez",3,https://openalex.org/W7106296442,Modelo de gobernanza digital basado en métodos multicriterio AHP–TOPSIS: una estrategia para optimizar la eficiencia administrativa en el GAD Municipal de San Pedro de Pelileo.,0,1,article,True,EC,University of Guayaquil,Political science|Welfare economics|Business|Humanities|Computer science,0,0,0,Zenodo,2025
10.5281/zenodo.17666731,41,2025,305,311,https://fs.unm.edu/NCML/20-305-311Priorizaci%C3%B3nProyectosTransformaci%C3%B3nDigital.pdf,Priorización de Proyectos de Transformación Digital en el GAD Latacunga: Un Modelo Híbrido AHP-TOPSIS Basado en Inteligencia Colectiva,"M. Rodriguez, A. Ugarte",2,https://openalex.org/W7106209303,Priorización de Proyectos de Transformación Digital en el GAD Latacunga: Un Modelo Híbrido AHP-TOPSIS Basado en Inteligencia Colectiva,0,1,article,True,VE,Bolivarian University of Venezuela,Humanities|Political science|Computer science|Philosophy|Sociology,0,0,0,Zenodo,2025
10.5281/zenodo.17694557,41,2025,312,332,https://fs.unm.edu/NCML/21-312-332Aplicaci%C3%B3nestrategiasgesti%C3%B3nelectr%C3%B3nica.pdf,"Aplicación de estrategias de gestión documental electrónica con técnicas multicriterio para historias clínicas del Centro de Salud Santa Rosa, Ambato","Lara Espinoza Ginger Marilu, Macías De Santis Zulay Annabel, Pincay Amen María Cristina, Quispe Cevallos Andrea Carolina, Zambrano López Gloria Annabelle",5,https://openalex.org/W7106528308,"Aplicación de estrategias de gestión documental electrónica con técnicas multicriterio para historias clínicas del Centro de Salud Santa Rosa, Ambato.",0,1,article,True,EC,Universidad Estatal de Bolívar,TOPSIS|Welfare economics|Business|Political science|Computer science,0,0,0,Zenodo,2025
10.5281/zenodo.17797086,41,2025,333,343,https://fs.unm.edu/NCML/22-333-343AplicacionesL%C3%B3gicaConjuntosNeurotr%C3%B3ficoDiagn%C3%B3sticoM%C3%A9dico.pdf,Aplicaciones de la Lógica y Conjuntos Neurotróficos en el Diagnóstico Médico,Dra. Sara Meneses Álvarez,1,https://openalex.org/W7108476679,Aplicaciones de la Lógica y Conjuntos Neutrosóficos en el Diagnóstico Médico.,0,1,article,True,EC,Pontificia Universidad Católica del Ecuador,Humanities|Context (archaeology)|Political science|Geography|Period (music),0,0,0,Zenodo,2025
10.5281/zenodo.17874364,41,2025,344,353,https://fs.unm.edu/NCML/23-344-353Plitogenia_Filosof%C3%ADas_Ind%C3%ADgenas_ES.pdf,Plitogenia y Filosofías Indígenas Latinoamericanas: Una Exploración Comparativa,"Florentin Smarandache, Maykel Yelandy Leyva Vázquez",2,https://openalex.org/W7114798533,Plitogenia y Filosofías Indígenas Latinoamericanas: Una Exploración Comparativa.,0,1,article,True,MX,Universidad Autónoma de Nuevo León,Humanities|Political science|Philosophy|Work (physics)|Order (exchange),0,0,0,Zenodo,2025
10.5281/zenodo.17970201,41,2025,354,362,https://fs.unm.edu/NCML/24-354-362EnfoqueH%C3%ADbridoMontecarloNeutros%C3%B3ficoReducirTiempos.pdf,Uso De Un Enfoque Híbrido Montecarlo-Neutrosófico Para Reducir Los Tiempos De Espera En La Atención Médica Rural,"Erick Alfredo Saa-Litardo, Lorenzo Cevallos-Torres",2,https://openalex.org/W7116069667,Uso De Un Enfoque Híbrido Montecarlo-Neutrosófico Para Reducir Los Tiempos De Espera En La Atención Médica Rural.,0,1,article,True,EC|VE,Bolivarian University of Venezuela|Universidad Andina Simón Bolívar|Universidad Estatal de Bolívar,Humanities|Political science|Sociology|Philosophy|Geography,0,0,0,Zenodo,2025
10.5281/zenodo.18041589,41,2025,363,378,https://fs.unm.edu/NCML/25-363-378MejoraProcesosOrganizacionalesIndeterminaci%C3%B3n.pdf,Mejora de Procesos Organizacionales bajo Indeterminación: Un Modelo Neutrosófico de Diagnóstico y Optimización basado en Causalidad Parcial,"Andrea Mariel Malavé Gómez, Fabiola Rosa Lopezdomínguez Rivas, Carlos Bastidas Sánchez, Sol David Lopezdomínguez Rivas",4,https://openalex.org/W7117234035,Mejora de Procesos Organizacionales bajo Indeterminación: Un Modelo Neutrosófico de Diagnóstico y Optimización basado en Causalidad Parcial,0,1,article,True,EC,Universidad Estatal de Milagro,Context (archaeology)|Humanities|Computer science|Identification (biology)|Perspective (graphical),0,0,0,Zenodo,2025
10.5281/zenodo.18041986,41,2025,379,390,https://fs.unm.edu/NCML/26-379-390Modeladopredictivoempleabilidaddigital.pdf,Modelado predictivo de la empleabilidad digital en Ecuador con datos de empleo 2022-2025,"Ely Stefanie Parra Tauriz, Jesús Rafael Hechavarría Hernández, Dayron Rumbaut Rangel",3,https://openalex.org/W7117250030,Modelado predictivo de la empleabilidad digital en Ecuador con datos de empleo 2022-2025,0,1,article,True,EC,Universidad Bolivariana del Ecuador,Humanities|Persona|Political science|Computer science|Business,0,0,0,Zenodo,2025
10.5281/zenodo.18193776,41,2025,391,398,https://fs.unm.edu/NCML/27-291-398Sistemarecomendaci%C3%B3nneutros%C3%B3fico.pdf,Sistema de recomendación neutrosófico multicriterio para personalización de cursos en entornos e-learning,"Alfonso A. Guijarro-Rodríguez, Judith E. Flores Rivera, Tatiana M. Alcivar Maldonado, Jesús A. Monserrate-Reina, Braulio S. Marcalupo-Zamora",5,https://openalex.org/W7119876106,Sistema de recomendación neutrosófico multicriterio para personalización de cursos en entornos e-learning,0,1,article,True,EC,University of Guayaquil,Humanities|Computer science|TOPSIS|Philosophy|Mathematics,0,0,0,Zenodo,2026
10.5281/zenodo.18209831,41,2025,399,427,https://fs.unm.edu/NCML/28-399-427marcoAHP-TOPSISneutros%C3%B3ficoselecci%C3%B3nestrategiasiberseguridad.pdf,Un marco AHP-TOPSIS neutrosófico para la selección de estrategias de ciberseguridad en infraestructuras en la nube: un enfoque de toma de decisiones con múltiples criterios,"Isaías Rafael Sandoya Vargas, Maria Elena Toledo Lema",2,https://openalex.org/W7121326826,Un marco AHP-TOPSIS neutrosófico para la selección de estrategias de ciberseguridad en infraestructuras en la nube: un enfoque de toma de decisiones con múltiples criterios.,0,1,article,True,EC,Universidad Bolivariana del Ecuador,Political science|Humanities|Geography|Latin Americans|European union,0,0,0,Zenodo,2026
10.5281/zenodo.18209841,41,2025,428,446,https://fs.unm.edu/NCML/29-428-446Selecci%C3%B3nHerramientasBusinessIntelligence.pdf,Selección de Herramientas de Business Intelligence mediante AHP-TOPSIS Neutrosófico con Cadena de Expertos basada en Modelos de Lenguaje de Gran Escala,Luis Dominguez,1,https://openalex.org/W7121233338,Selección de Herramientas de Business Intelligence mediante AHP-TOPSIS Neutrosófico con Cadena de Expertos basada en Modelos de Lenguaje de Gran Escala,0,1,article,True,EC|VE,Bolivarian University of Venezuela|Universidad Estatal de Bolívar,Humanities|Philosophy|Domain (mathematical analysis)|Political science|Computer science,0,0,0,Zenodo,2026
10.5281/zenodo.18215326,42,2026,1,42,https://fs.unm.edu/NCML/30-447-461ModeloGesti%C3%B3nP%C3%BAblicaIntegrado.pdf,Enhanced Concepts and Methods for Representing Real-Life Logical Correctness in Fuzzy Frameworks,"Home NCML (Neutrosophic Computing and Machine Learning) - revista internacional Descargar numeros y articulos de la revista internacional NCML Download issues and articles of the NCML international journal Neutrosophic Computing and Machine Learning, Vol. 42, 2026 Takaaki Fujita, Volkan Duran, Ajoy Kanti Das, Suman Das, Arif Mehmood, Talal Al-Hawary, Arkan A. Ghaib, Sankar Prasad Mondal, Mithun Datta",15,https://openalex.org/W7122586221,Enhanced Concepts and Methods for Representing Real-Life Logical Correctness in Fuzzy Frameworks,0,1,article,True,,,Correctness|Falsity|Fuzzy logic|Computer science|Operator (biology),0,0,0,Zenodo,2026
10.5281/zenodo.17042113,40,2025,1,9,https://fs.unm.edu/NCML/1.ModeladoCausalViolencia.pdf,Modelado causal de la violencia en el área metropolitana de Guayaquil: evidencia neutrosófica y análisis de condiciones necesarias,"Maikel Y. Leyva Vázquez, Lorenzo Cevallos-Torres, Alfonso A. Guijarro Rodríguez, Douglas Iturburu-Salvador, Florentin Smarandache",5,https://openalex.org/W7079564701,Modelado causal de la violencia en el área metropolitana de Guayaquil: evidencia neutrosófica y análisis de condiciones necesarias,0,1,article,True,EC,University of Guayaquil,Humanities|Political science|Welfare economics|Sociology|Metropolitan area,0,0,0,Zenodo,2025
10.5281/zenodo.17042133,40,2025,10,27,https://fs.unm.edu/NCML/2.SuperHyperGraphAttention.pdf,SuperHyperGraph Attention Networks,"Takaaki Fujita, Arif Mehmood",2,https://openalex.org/W7079655831,SuperHyperGraph Attention Networks,0,1,article,True,US,Pathfinder International,Computer science|Hypergraph|Generalization|Aggregate (composite)|Theoretical computer science,0,0,0,Zenodo,2025
10.5281/zenodo.17042139,40,2025,28,65,https://fs.unm.edu/NCML/3.EffectivenessContradictionValues.pdf,A Study on the Effectiveness of Contradiction Values in Upside-Down Logic and De-Plithogenication within Plithogenic Sets,"Takaaki Fujita, Arif Mehmood",2,https://openalex.org/W7079633750,A Study on the Effectiveness of Contradiction Values in Upside-Down Logic and De-Plithogenication within Plithogenic Sets,0,1,article,True,,,Contradiction|Fuzzy logic|Ambiguity|Law of excluded middle|Statement (logic),0,0,0,Zenodo,2025
10.5281/zenodo.17049898,40,2025,66,80,https://fs.unm.edu/NCML/4.PriorizacionEstrategiasReclutamiento.pdf,Priorización de Estrategias para Mitigar el Reclutamiento de Adolescentes por Bandas Organizadas en Escuelas Ecuatorianas mediante el Modelo OWA-TOPSIS Neutrosófico,"Amalia Gabriela Ramírez Guzmán, Lady Elizabeth Miranda Ortiz, Juana Isabel Reyes De la Rosa, Itaty Alexandra Mosquera Ramírez, Mariela Alexandra Ramírez Zùñiga",5,https://openalex.org/W7079510540,Priorización de Estrategias para Mitigar el Recluta-miento de Adolescentes por Bandas Organizadas en Escuelas Ecuatorianas mediante el Modelo OWA-TOPSIS Neutrosófico.,0,1,article,True,EC,University of Guayaquil,Political science|Humanities|Psychology|Sociology|Philosophy,0,0,0,Zenodo,2025
10.5281/zenodo.17050674,40,2025,81,96,https://fs.unm.edu/NCML/5.VisualizacionMultidimensional.pdf,Visualización Multidimensional de Imágenes Médicas con Transformer: Empleo del Método Biplot Neutrosófico en la Representación de Correlaciones Indeterminadas,"Miguel-Angel Quiroz-Martinez, Andy Guadalupe-Romero, Melanie Solange Saltos Vivero, Monica Gomez-Rios",4,https://openalex.org/W7080015113,Visualización Multidimensional de Imágenes Médicas con Transformer: Empleo del Método Biplot Neutrosófico en la Representación de Correlaciones Indeterminadas,0,1,article,True,EC,Politecnica Salesiana University,Humanities|Philosophy|Biplot|Mathematics|Computer science,0,0,0,Zenodo,2025
10.5281/zenodo.17082318,40,2025,97,110,https://fs.unm.edu/NCML/6.InvestigacionSistemica.pdf,Investigación sistémica sobre el comportamiento humano en entornos inciertos a través de un enfoque psicológico neutrosófico,Diana Grace Thomas,1,https://openalex.org/W7080415643,Investigación sistémica sobre el comportamiento humano en entornos inciertos a través de un enfoque psicológico neutrosófico.,0,1,article,True,IN,Saveetha University,Ambiguity|Adaptability|Relevance (law)|Psychology|Field (mathematics),0,0,0,Zenodo,2025
10.5281/zenodo.17082593,40,2025,111,127,https://fs.unm.edu/NCML/7.EstudioFactibilidadTIC.pdf,Estudio de factibilidad de las TIC en el campo de la Neurociencia Educativa,"Fernando Geovany Bravo Palaquibay, Miguel Ángel Quiroz Martínez",2,https://openalex.org/W7080445650,Estudio de factibilidad de las TIC en el campo de la Neurociencia Educativa,0,1,article,True,EC,Politecnica Salesiana University,Philosophy|Humanities|Context (archaeology)|Political science|Sociology,0,0,0,Zenodo,2025
10.5281/zenodo.17139433,40,2025,128,147,https://fs.unm.edu/NCML/8.CalidadUniversitaria.pdf,Calidad universitaria y sostenibilidad financiera en Chile: un análisis bibliométrico y crítico sustentado en la perspectiva neutrosófica,"Herminia Gavilán, Claudio Ruff, Luis Benites, Alexis Matheu",4,https://openalex.org/W7081936775,Calidad universitaria y sostenibilidad financiera en Chile: un análisis bibliométrico y crítico sustentado en la perspectiva neutrosófica,0,1,article,True,CL,Universidad Bernardo O'Higgins,Political science|Humanities|Context (archaeology)|Poison control|Work (physics),0,0,0,Zenodo,2025
10.5281/zenodo.17102951,40,2025,148,159,https://fs.unm.edu/NCML/9.DesarrolloCompetencias.pdf,Desarrollo de Competencias Técnicas y Profesionales en Entornos de Aprendizaje Personalizado para Estudiantes de Tercero de Bachillerato en la Provincia del Guayas,"Jail Iván Zambrano Vega, Marlon Adrián Gurumendy Peña, Glen Robayo Cabrera",3,https://openalex.org/W7081579822,Desarrollo de Competencias Técnicas y Profesionales en Entornos de Aprendizaje Personalizado para Estudiantes de Tercero de Bachillerato en la Provincia del Guayas.,0,1,article,True,VE,Bolivarian University of Venezuela,Humanities|Geography|Sociology|Cartography|Psychology,0,0,0,Zenodo,2025
10.5281/zenodo.17139236,40,2025,160,185,https://fs.unm.edu/NCML/10.AplicacionMineriaDatos.pdf,Aplicación de técnicas de minería de datos en un modelo predictivo orientado a analizar el efecto de la pandemia de COVID-19 sobre las rentas de los miembros de cooperativas,"Alexander Palacios Zurita, Rosa Giler Zambrano, Dayron Rumbaut Rangel, Maikel Leyva Vázquez",4,https://openalex.org/W7081953536,Aplicación de técnicas de minería de datos en un modelo predictivo orientado a analizar el efecto de la pandemia de COVID-19 sobre las rentas de los miembros de cooperativas.,0,1,article,True,EC|VE,Bolivarian University of Venezuela|Universidad Andina Simón Bolívar|Universidad Estatal de Bolívar,Humanities|Political science|Psychology|Philosophy|Sociology,0,0,0,Zenodo,2025
10.5281/zenodo.17109782,40,2025,186,194,https://fs.unm.edu/NCML/11.ExorbitanciaAdministrativa.pdf,"Exorbitancia Administrativa Pública Y El Principio De Igualdad, Análisis De Sus Implicaciones En La Funcionalidad Operativa Y La Gestión Del Bienestar General","Noel Batista Hernández, Paul Francisco Moreano Coello, Alexandra Cristina Vega Álvarez",3,https://openalex.org/W7081675871,"Exorbitancia Administrativa Pública Y El Principio De Igualdad, Análisis De Sus Implicaciones En La Funcionalidad Operativa Y La Gestión Del Bienestar General.",0,1,article,True,EC,Universidad Bolivariana del Ecuador,Humanities|Political science|Context (archaeology)|Philosophy|Welfare economics,0,0,0,Zenodo,2025
10.5281/zenodo.17110077,40,2025,195,202,https://fs.unm.edu/NCML/12.DiscrecionalidadAdministracion.pdf,"La Discrecionalidad De La Administración Pública, Implicaciones Para El Principio De Legalidad Y La Prevención De Actuaciones Arbitrarias","Rosa Mercedes Espinoza Jaramillo, Roselyn Gisella Gambarrotti Barba, Narcisa Jeannette Sánchez Alvarado, Noel Batista Hernández",4,https://openalex.org/W7081670989,"La Discrecionalidad De La Administración Pública, Implicaciones Para El Principio De Legalidad Y La Prevención De Actuaciones Arbitrarias",0,1,article,True,EC,Universidad Bolivariana del Ecuador,Humanities|Political science|Philosophy|Welfare economics|Geography,0,0,0,Zenodo,2025
10.5281/zenodo.17110356,40,2025,203,224,https://fs.unm.edu/NCML/13.IntercambioDatosAnonimos.pdf,Intercambio de datos anónimos basado en Blockchain con Machine Learning para la ciberseguridad en los sistemas de control industrial para Internet de las cosas,"Miguel-Angel Quiroz-Martinez, Oscar Joel Murillo Reyes, Paul Andres Moreno Sanchez, Monica Gomez-Rios",4,https://openalex.org/W7081672764,Intercambio de datos anónimos basado en Blockchain con Machine Learning para la ciberseguridad en los sistemas de control industrial para Internet de las cosas,0,1,article,True,EC,Politecnica Salesiana University,Humanities|Internet of Things|Political science|Computer science|Geography,0,0,0,Zenodo,2025
10.5281/zenodo.17139071,40,2025,225,244,https://fs.unm.edu/NCML/14.AplicacionesRealidadAumentada.pdf,"Aplicaciones de la Realidad Aumentada en la enseñanza de las matemáticas para niños con trastorno del espectro autista: Beneficios, desafíos y estrategias de implementación","Miguel-Angel Quiroz-Martínez, Samiel Arturo Granillo Suárez, Mónica-Daniela Gómez-Ríos, Santiago Castro-Arias, Maikel Leyva-Vázquez",5,https://openalex.org/W7082002765,"Aplicaciones de la Realidad Aumentada en la enseñanza de las matemáticas para niños con trastorno del espectro autista: Beneficios, desafíos y estrategias de implementación",0,1,article,True,EC,Politecnica Salesiana University,Humanities|Philosophy|Computer science|Political science|Geography,0,0,0,Zenodo,2025
