doi,volume,year,source,position,name,orcid,oa_author_id,institutions,countries,name_norm,canon,init_key,orcid_clean,oa_id_clean,cluster_root,cluster_id,name_canonical
10.5281/zenodo.12661202,32,2024,openalex,last,Daniela Mariuxi Suárez Zambrano,,,,,Daniela Mariuxi Suárez Zambrano,daniela mariuxi suarez zambrano,d|mariuxi suarez zambrano,,,1189,641,Daniela Mariuxi Suárez Zambrano
10.5281/zenodo.10716873,31,2024,openalex,first,Florentin Smarandache,,,,,Florentin Smarandache,florentin smarandache,f|smarandache,,,2134,1302,Florentin Smarandache
10.5281/zenodo.10716892,31,2024,openalex,first,Jeannette Amparito Urrutia Guevara,,,,,Jeannette Amparito Urrutia Guevara,amparito guevara jeannette urrutia,j|amparito guevara urrutia,,,1483,817,Jeannette Amparito Urrutia Guevara
10.5281/zenodo.10716892,31,2024,openalex,middle,Diego Patricio Gordillo Cevallos,,,,,Diego Patricio Gordillo Cevallos,cevallos diego gordillo patricio,d|cevallos gordillo patricio,,,1484,818,Diego Patricio Gordillo Cevallos
10.5281/zenodo.10716892,31,2024,openalex,middle,Matías Josué Chicaiza Flores,,,,,Matías Josué Chicaiza Flores,chicaiza flores josue matias,m|chicaiza flores josue,,,1193,642,Matías Josué Chicaiza Flores
10.5281/zenodo.10716892,31,2024,openalex,last,Emily Nicole Paredes Cisneros,,,,,Emily Nicole Paredes Cisneros,cisneros emily nicole paredes,e|cisneros nicole paredes,,,1194,643,Emily Nicole Paredes Cisneros
10.5281/zenodo.10716920,31,2024,openalex,first,Luis Antonio Llerena Ocaña,,,,,Luis Antonio Llerena Ocaña,antonio llerena luis ocana,l|antonio llerena ocana,,,1834,1090,Luis Antonio Llerena Ocaña
10.5281/zenodo.10716920,31,2024,openalex,middle,Fausto Alberto Viscaino Naranjo,,,,,Fausto Alberto Viscaino Naranjo,alberto fausto naranjo viscaino,f|alberto naranjo viscaino,,,1480,814,"Viscaino Naranjo, Fausto Alberto"
10.5281/zenodo.10716920,31,2024,openalex,middle,Walter Vinicio Culque Toapanta,,,,,Walter Vinicio Culque Toapanta,culque toapanta vinicio walter,w|culque toapanta vinicio,,,1470,809,Walter Vinicio Culque Toapanta
10.5281/zenodo.10716920,31,2024,openalex,last,Edwin Fabricio Lozada Torres,,,,,Edwin Fabricio Lozada Torres,edwin fabricio lozada torres,e|fabricio lozada torres,,,1486,820,"Lozada Torres, Edwin Fabricio"
10.5281/zenodo.10717003,31,2024,openalex,first,Jorge Lenin Acosta Espinoza,,,,,Jorge Lenin Acosta Espinoza,acosta espinoza jorge lenin,j|acosta espinoza lenin,,,1199,644,Jorge Lenin Acosta Espinoza
10.5281/zenodo.10717003,31,2024,openalex,middle,Rita Azucena Díaz Vásquez,,,,,Rita Azucena Díaz Vásquez,azucena diaz rita vasquez,r|azucena diaz vasquez,,,1200,645,Rita Azucena Díaz Vásquez
10.5281/zenodo.10717003,31,2024,openalex,middle,Andrés Roberto León Yacelga,,,,,Andrés Roberto León Yacelga,andres leon roberto yacelga,a|leon roberto yacelga,,,1201,646,Andrés Roberto León Yacelga
10.5281/zenodo.10717003,31,2024,openalex,last,Karla Abigail Ayala Díaz,,,,,Karla Abigail Ayala Díaz,abigail ayala diaz karla,k|abigail ayala diaz,,,1202,647,Karla Abigail Ayala Díaz
10.5281/zenodo.10717473,31,2024,openalex,first,Ana Graciela Guédez Mujica,,,,,Ana Graciela Guédez Mujica,ana graciela guedez mujica,a|graciela guedez mujica,,,1203,648,Ana Graciela Guédez Mujica
10.5281/zenodo.10717473,31,2024,openalex,middle,Adriana María García Novillo,,,,,Adriana María García Novillo,adriana garcia maria novillo,a|garcia maria novillo,,,1265,677,Adriana María García Novillo
10.5281/zenodo.10717473,31,2024,openalex,middle,Diana Carolina Freire Villena,,,,,Diana Carolina Freire Villena,carolina diana freire villena,d|carolina freire villena,,,1205,649,Diana Carolina Freire Villena
10.5281/zenodo.10717473,31,2024,openalex,last,Doménica Nicole Cevallos Naranjo,,,,,Doménica Nicole Cevallos Naranjo,cevallos domenica naranjo nicole,d|cevallos naranjo nicole,,,1206,650,Doménica Nicole Cevallos Naranjo
10.5281/zenodo.10717505,31,2024,openalex,first,Jaine Labrada Ching,,,,,Jaine Labrada Ching,ching jaine labrada,j|ching labrada,,,1207,651,Jaine Labrada Ching
10.5281/zenodo.10717505,31,2024,openalex,middle,Mildred Mercedes Vidal del Río,,,,,Mildred Mercedes Vidal del Río,mercedes mildred rio vidal,m|mercedes rio vidal,,,1208,652,Mildre Mercedes Vidal del Río
10.5281/zenodo.10717505,31,2024,openalex,middle,Raúl González Salas,,,,,Raúl González Salas,gonzalez raul salas,r|gonzalez salas,,,1754,1025,Raúl González Salas
10.5281/zenodo.10717505,31,2024,openalex,last,Marcelo Alejandro Jiménez Villa,,,,,Marcelo Alejandro Jiménez Villa,alejandro jimenez marcelo villa,m|alejandro jimenez villa,,,1365,740,Marcelo Alejandro Jiménez Villa
10.5281/zenodo.10717529,31,2024,openalex,first,Adisnay Rodríguez Plasencia,,,,,Adisnay Rodríguez Plasencia,adisnay plasencia rodriguez,a|plasencia rodriguez,,,1865,1119,Adisnay Rodríguez Plasencia
10.5281/zenodo.10717529,31,2024,openalex,middle,Ariel José Romero Fernandez,,,,,Ariel José Romero Fernandez,ariel fernandez jose romero,a|fernandez jose romero,,,1378,749,Ariel José Romero Fernández
10.5281/zenodo.10717529,31,2024,openalex,last,Eslendy Carolina Vaca Villa,,,,,Eslendy Carolina Vaca Villa,carolina eslendy vaca villa,e|carolina vaca villa,,,1213,653,Eslendy Carolina Vaca Villa
10.5281/zenodo.10717543,31,2024,openalex,first,Catherine Dayenara Chávez Coronado,,,,,Catherine Dayenara Chávez Coronado,catherine chavez coronado dayenara,c|chavez coronado dayenara,,,1214,654,Catherine Dayenara Chávez Coronado
10.5281/zenodo.10717543,31,2024,openalex,middle,Adisnay Rodríguez Plasencia,,,,,Adisnay Rodríguez Plasencia,adisnay plasencia rodriguez,a|plasencia rodriguez,,,1865,1119,Adisnay Rodríguez Plasencia
10.5281/zenodo.10717543,31,2024,openalex,last,Gloria Rebeca Medina Naranjo,,,,,Gloria Rebeca Medina Naranjo,gloria medina naranjo rebeca,g|medina naranjo rebeca,,,1551,869,Gloria Rebeca Medina Naranjo
10.5281/zenodo.10717589,31,2024,openalex,first,Santiago Fernando Fiallos Bonilla,,,,,Santiago Fernando Fiallos Bonilla,bonilla fernando fiallos santiago,s|bonilla fernando fiallos,,,1372,744,Santiago Fernando Fiallos Bonilla
10.5281/zenodo.10717589,31,2024,openalex,middle,Andrea Katherine Bucaram Caicedo,,,,,Andrea Katherine Bucaram Caicedo,andrea bucaram caicedo katherine,a|bucaram caicedo katherine,,,1373,745,Andrea Katherine Bucaram Caicedo
10.5281/zenodo.10717589,31,2024,openalex,last,Bolívar David Narváez Montenegro,,,,,Bolívar David Narváez Montenegro,bolivar david montenegro narvaez,b|david montenegro narvaez,,,1374,746,Bolívar David Narváez Montenegro
10.5281/zenodo.10717628,31,2024,openalex,first,Adriano Israel Tello Velasteguí,,,,,Adriano Israel Tello Velasteguí,adriano israel tello velastegui,a|israel tello velastegui,,,1376,748,Adriano Israel Tello Velasteguí
10.5281/zenodo.10717628,31,2024,openalex,middle,Aníbal Fernando Franco Pérez,,,,,Aníbal Fernando Franco Pérez,anibal fernando franco perez,a|fernando franco perez,,,1375,747,Aníbal Fernando Franco Pérez
10.5281/zenodo.10717628,31,2024,openalex,last,Bolívar Javier Llundo Michelena,,,,,Bolívar Javier Llundo Michelena,bolivar javier llundo michelena,b|javier llundo michelena,,,1385,754,Bolívar Javier Llundo Michelena
10.5281/zenodo.10717683,31,2024,openalex,first,Johanna Valentina Acosta Rosero,,,,,Johanna Valentina Acosta Rosero,acosta johanna rosero valentina,j|acosta rosero valentina,,,1517,838,Johanna Valentina Acosta Rosero
10.5281/zenodo.10717683,31,2024,openalex,middle,Mayra Jeaneth Jiménez Jiménez,,,,,Mayra Jeaneth Jiménez Jiménez,jeaneth jimenez jimenez mayra,m|jeaneth jimenez jimenez,,,1516,837,Mayra Jeaneth Jiménez Jiménez
10.5281/zenodo.10717683,31,2024,openalex,last,Mónica Alexandra Bustos Villarreal,,,,,Mónica Alexandra Bustos Villarreal,alexandra bustos monica villarreal,m|alexandra bustos villarreal,,,1518,839,Mónica Alexandra Bustos Villarreal
10.5281/zenodo.10717728,31,2024,openalex,first,Mayra Jeaneth Jiménez Jiménez,,,,,Mayra Jeaneth Jiménez Jiménez,jeaneth jimenez jimenez mayra,m|jeaneth jimenez jimenez,,,1516,837,Mayra Jeaneth Jiménez Jiménez
10.5281/zenodo.10717728,31,2024,openalex,middle,María Verónica Aveiga Hidalgo,,,,,María Verónica Aveiga Hidalgo,aveiga hidalgo maria veronica,m|aveiga hidalgo veronica,,,1622,924,María Verónica Aveiga Hidalgo
10.5281/zenodo.10717728,31,2024,openalex,last,Mónica Alexandra Bustos Villarreal,,,,,Mónica Alexandra Bustos Villarreal,alexandra bustos monica villarreal,m|alexandra bustos villarreal,,,1518,839,Mónica Alexandra Bustos Villarreal
10.5281/zenodo.10717752,31,2024,openalex,first,Mónica Alexandra Bustos Villarreal,,,,,Mónica Alexandra Bustos Villarreal,alexandra bustos monica villarreal,m|alexandra bustos villarreal,,,1518,839,Mónica Alexandra Bustos Villarreal
10.5281/zenodo.10717752,31,2024,openalex,middle,Mayra Jeaneth Jiménez Jiménez,,,,,Mayra Jeaneth Jiménez Jiménez,jeaneth jimenez jimenez mayra,m|jeaneth jimenez jimenez,,,1516,837,Mayra Jeaneth Jiménez Jiménez
10.5281/zenodo.10717752,31,2024,openalex,last,Angela Jazmín Cortez Guerrero,,,,,Angela Jazmín Cortez Guerrero,angela cortez guerrero jazmin,a|cortez guerrero jazmin,,,1234,655,Angela Jazmín Cortez Guerrero
10.5281/zenodo.10717761,31,2024,openalex,first,Mónica Alexandra Bustos Villarreal,,,,,Mónica Alexandra Bustos Villarreal,alexandra bustos monica villarreal,m|alexandra bustos villarreal,,,1518,839,Mónica Alexandra Bustos Villarreal
10.5281/zenodo.10717761,31,2024,openalex,middle,Mayra Jeaneth Jiménez Jiménez,,,,,Mayra Jeaneth Jiménez Jiménez,jeaneth jimenez jimenez mayra,m|jeaneth jimenez jimenez,,,1516,837,Mayra Jeaneth Jiménez Jiménez
10.5281/zenodo.10717761,31,2024,openalex,last,Angela Jazmín Cortez Guerrero,,,,,Angela Jazmín Cortez Guerrero,angela cortez guerrero jazmin,a|cortez guerrero jazmin,,,1234,655,Angela Jazmín Cortez Guerrero
10.5281/zenodo.10717778,31,2024,openalex,first,Ronald Patricio Herrera Paguay,,,,,Ronald Patricio Herrera Paguay,herrera paguay patricio ronald,r|herrera paguay patricio,,,1235,656,Ronald Patricio Herrera Paguay
10.5281/zenodo.10717778,31,2024,openalex,middle,Carmen Marina Méndez Cabrita,,,,,Carmen Marina Méndez Cabrita,cabrita carmen marina mendez,c|cabrita marina mendez,,,1541,860,Carmen Marina Méndez Cabrita
10.5281/zenodo.10717778,31,2024,openalex,last,Jairo Mauricio Puetate Paucar,,,,,Jairo Mauricio Puetate Paucar,jairo mauricio paucar puetate,j|mauricio paucar puetate,,,1428,779,Jairo Mauricio Puetate Paucar
10.5281/zenodo.10717791,31,2024,openalex,first,Miryan Margarita Grijalva Palacios,,,,,Miryan Margarita Grijalva Palacios,grijalva margarita miryan palacios,m|grijalva margarita palacios,,,1768,1034,Miryan Margarita Grijalva Palacios
10.5281/zenodo.10717791,31,2024,openalex,middle,Nathalie Stefy Ponce Reyes,,,,,Nathalie Stefy Ponce Reyes,nathalie ponce reyes stefy,n|ponce reyes stefy,,,1239,657,Nathalie Stefy Ponce Reyes
10.5281/zenodo.10717791,31,2024,openalex,middle,Paulina Estefanía Muñoz Guamá,,,,,Paulina Estefanía Muñoz Guamá,estefania guama munoz paulina,p|estefania guama munoz,,,1240,658,Paulina Estefanía Muñoz Guamá
10.5281/zenodo.10717791,31,2024,openalex,last,Yharitza Mishell Puetate Meza,,,,,Yharitza Mishell Puetate Meza,meza mishell puetate yharitza,y|meza mishell puetate,,,1241,659,Yharitza Mishell Puetate Meza
10.5281/zenodo.10717801,31,2024,openalex,first,Libia Karina Reyes Espinoza,,,,,Libia Karina Reyes Espinoza,espinoza karina libia reyes,l|espinoza karina reyes,,,1242,660,Libia Karina Reyes Espinoza
10.5281/zenodo.10717801,31,2024,openalex,middle,César Mafla Herrería,,,,,César Mafla Herrería,cesar herreria mafla,c|herreria mafla,,,1243,661,César Mafla Herrería
10.5281/zenodo.10717801,31,2024,openalex,last,Pamela Alexandra Sánchez Sandoval,,,,,Pamela Alexandra Sánchez Sandoval,alexandra pamela sanchez sandoval,p|alexandra sanchez sandoval,,,1244,662,Pamela Alexandra Sánchez Sandoval
10.5281/zenodo.10718898,31,2024,openalex,first,Tanya Tupamara Camargo Martínez,,,,,Tanya Tupamara Camargo Martínez,camargo martinez tanya tupamara,t|camargo martinez tupamara,,,1245,663,Tanya Tupamara Camargo Martínez
10.5281/zenodo.10718898,31,2024,openalex,middle,Marco Patricio Villa Zura,,,,,Marco Patricio Villa Zura,marco patricio villa zura,m|patricio villa zura,,,1526,846,Marco Patricio Villa Zura
10.5281/zenodo.10718898,31,2024,openalex,last,Carlos Ramiro Hurtado Lomas,,,,,Carlos Ramiro Hurtado Lomas,carlos hurtado lomas ramiro,c|hurtado lomas ramiro,,,1247,664,Carlos Ramiro Hurtado Lomas
10.5281/zenodo.10718964,31,2024,openalex,first,Gissela Mayli Vaca Rivera,,,,,Gissela Mayli Vaca Rivera,gissela mayli rivera vaca,g|mayli rivera vaca,,,1248,665,Gissela Mayli Vaca Rivera
10.5281/zenodo.10718964,31,2024,openalex,middle,Leslie Dayana Gavilanes Salazar,,,,,Leslie Dayana Gavilanes Salazar,dayana gavilanes leslie salazar,l|dayana gavilanes salazar,,,1249,666,Leslie Dayana Gavilanes Salazar
10.5281/zenodo.10718964,31,2024,openalex,last,Jonathan Alexander Moncayo León,,,,,Jonathan Alexander Moncayo León,alexander jonathan leon moncayo,j|alexander leon moncayo,,,1250,667,Jonathan Alexander Moncayo León
10.5281/zenodo.10718985,31,2024,openalex,first,Emma Maricela Arroyo Lalama,,,,,Emma Maricela Arroyo Lalama,arroyo emma lalama maricela,e|arroyo lalama maricela,,,1861,1115,Emma Maricela Arroyo Lalama
10.5281/zenodo.10718985,31,2024,openalex,middle,Alyson Danniela Armendáriz Silva,,,,,Alyson Danniela Armendáriz Silva,alyson armendariz danniela silva,a|armendariz danniela silva,,,1252,668,Alyson Danniela Armendáriz Silva
10.5281/zenodo.10718985,31,2024,openalex,middle,Janeth Alexandra del Rocío Salvador Arroba,,,,,Janeth Alexandra del Rocío Salvador Arroba,alexandra arroba janeth rocio salvador,j|alexandra arroba rocio salvador,,,1253,669,Janeth Alexandra del Rocío Salvador Arroba
10.5281/zenodo.10718985,31,2024,openalex,last,Jair Alejandro Bracco López,,,,,Jair Alejandro Bracco López,alejandro bracco jair lopez,j|alejandro bracco lopez,,,1254,670,Jair Alejandro Bracco López
10.5281/zenodo.10719001,31,2024,openalex,first,Yaima Rodríguez Cuellar,,,,,Yaima Rodríguez Cuellar,cuellar rodriguez yaima,y|cuellar rodriguez,,,1255,671,Yaima Rodríguez Cuellar
10.5281/zenodo.10719001,31,2024,openalex,middle,Elsy Labrada González,,,,,Elsy Labrada González,elsy gonzalez labrada,e|gonzalez labrada,,,1845,1101,Elsy Labrada González
10.5281/zenodo.10719001,31,2024,openalex,last,Lessly Chuqui Atiaja,,,,,Lessly Chuqui Atiaja,atiaja chuqui lessly,l|atiaja chuqui,,,1257,672,Lessly Chuqui Atiaja
10.5281/zenodo.10719012,31,2024,openalex,first,María Paula Cevallos Cáceres,,,,,María Paula Cevallos Cáceres,caceres cevallos maria paula,m|caceres cevallos paula,,,1258,673,María Paula Cevallos Cáceres
10.5281/zenodo.10719012,31,2024,openalex,middle,Elisa Camila Gavilanes Bayas,,,,,Elisa Camila Gavilanes Bayas,bayas camila elisa gavilanes,e|bayas camila gavilanes,,,1259,674,Elisa Camila Gavilanes Bayas
10.5281/zenodo.10719012,31,2024,openalex,middle,María Fernanda Araujo Tapia,,,,,María Fernanda Araujo Tapia,araujo fernanda maria tapia,m|araujo fernanda tapia,,,1260,675,María Fernanda Araujo Tapia
10.5281/zenodo.10719012,31,2024,openalex,last,Carmen Salinas Goodier,,,,,Carmen Salinas Goodier,carmen goodier salinas,c|goodier salinas,,,1806,1064,Carmen Salinas Goodier
10.5281/zenodo.10719023,31,2024,openalex,first,Johanna Michelle Ortega Guerrero,,,,,Johanna Michelle Ortega Guerrero,guerrero johanna michelle ortega,j|guerrero michelle ortega,,,1262,676,Johanna Michelle Ortega Guerrero
10.5281/zenodo.10719023,31,2024,openalex,middle,Rómulo Guillermo López Torres,,,,,Rómulo Guillermo López Torres,guillermo lopez romulo torres,r|guillermo lopez torres,,,1859,1113,Rómulo Guillermo López Torres
10.5281/zenodo.10719023,31,2024,openalex,last,Verónica Alejandra Salame Ortiz,,,,,Verónica Alejandra Salame Ortiz,alejandra ortiz salame veronica,v|alejandra ortiz salame,,,1860,1114,Verónica Alejandra Salame Ortiz
10.5281/zenodo.10719036,31,2024,openalex,first,Adriana María García Novillo,,,,,Adriana María García Novillo,adriana garcia maria novillo,a|garcia maria novillo,,,1265,677,Adriana María García Novillo
10.5281/zenodo.10719036,31,2024,openalex,middle,Juan Francisco Mayorga Pico,,,,,Juan Francisco Mayorga Pico,francisco juan mayorga pico,j|francisco mayorga pico,,,1266,678,Juan Francisco Mayorga Pico
10.5281/zenodo.10719036,31,2024,openalex,middle,Aylin Katina Garzón Aguirre,,,,,Aylin Katina Garzón Aguirre,aguirre aylin garzon katina,a|aguirre garzon katina,,,1267,679,Aylin Katina Garzón Aguirre
10.5281/zenodo.10719036,31,2024,openalex,last,Dilan Alexander Vega Molina,,,,,Dilan Alexander Vega Molina,alexander dilan molina vega,d|alexander molina vega,,,1268,680,Dilan Alexander Vega Molina
10.5281/zenodo.10719039,31,2024,openalex,first,Diego Fernando Bejarano Ortega,,,,,Diego Fernando Bejarano Ortega,bejarano diego fernando ortega,d|bejarano fernando ortega,,,1269,681,Diego Fernando Bejarano Ortega
10.5281/zenodo.10719039,31,2024,openalex,middle,Mónica Gabriela Chachalo Sandoval,,,,,Mónica Gabriela Chachalo Sandoval,chachalo gabriela monica sandoval,m|chachalo gabriela sandoval,,,1825,1082,Mónica Gabriela Chachalo Sandoval
10.5281/zenodo.10719039,31,2024,openalex,last,Jonathan Luis Gonzabay Muñoz,,,,,Jonathan Luis Gonzabay Muñoz,gonzabay jonathan luis munoz,j|gonzabay luis munoz,,,1271,682,Jonathan Luis Gonzabay Muñoz
10.5281/zenodo.10719050,31,2024,openalex,first,Rómulo Guillermo López Torres,,,,,Rómulo Guillermo López Torres,guillermo lopez romulo torres,r|guillermo lopez torres,,,1859,1113,Rómulo Guillermo López Torres
10.5281/zenodo.10719050,31,2024,openalex,middle,Estefano Miguel Albán Viscarra,,,,,Estefano Miguel Albán Viscarra,alban estefano miguel viscarra,e|alban miguel viscarra,,,1273,683,Estefano Miguel Albán Viscarra
10.5281/zenodo.10719050,31,2024,openalex,last,Verónica Alejandra Salame Ortiz,,,,,Verónica Alejandra Salame Ortiz,alejandra ortiz salame veronica,v|alejandra ortiz salame,,,1860,1114,Verónica Alejandra Salame Ortiz
10.5281/zenodo.10719056,31,2024,openalex,first,Víctor Hugo Lucero Salcedo,,,,,Víctor Hugo Lucero Salcedo,hugo lucero salcedo victor,v|hugo lucero salcedo,,,1275,684,Víctor Hugo Lucero Salcedo
10.5281/zenodo.10719056,31,2024,openalex,middle,Jaime Rodrigo Cadena Morillo,,,,,Jaime Rodrigo Cadena Morillo,cadena jaime morillo rodrigo,j|cadena morillo rodrigo,,,1276,685,Jaime Rodrigo Cadena  Morillo
10.5281/zenodo.10719056,31,2024,openalex,last,Jairo Mauricio Puetate Paucar,,,,,Jairo Mauricio Puetate Paucar,jairo mauricio paucar puetate,j|mauricio paucar puetate,,,1428,779,Jairo Mauricio Puetate Paucar
10.5281/zenodo.10719065,31,2024,openalex,first,Wai Ling Álvarez Leung,,,,,Wai Ling Álvarez Leung,alvarez leung ling wai,w|alvarez leung ling,,,1278,686,Wai Ling Álvarez Leung
10.5281/zenodo.10719065,31,2024,openalex,middle,Andreina José Astudillo Carruyo,,,,,Andreina José Astudillo Carruyo,andreina astudillo carruyo jose,a|astudillo carruyo jose,,,1515,836,Andreina José Astudillo Carruyo
10.5281/zenodo.10719065,31,2024,openalex,last,Cristian Vicente Morocho Segarra,,,,,Cristian Vicente Morocho Segarra,cristian morocho segarra vicente,c|morocho segarra vicente,,,1280,687,Cristian Vicente Morocho Segarra
10.5281/zenodo.10719075,31,2024,openalex,first,Rómulo Guillermo López Torres,,,,,Rómulo Guillermo López Torres,guillermo lopez romulo torres,r|guillermo lopez torres,,,1859,1113,Rómulo Guillermo López Torres
10.5281/zenodo.10719075,31,2024,openalex,middle,Amarilis Maribel Guallpa Paguay,,,,,Amarilis Maribel Guallpa Paguay,amarilis guallpa maribel paguay,a|guallpa maribel paguay,,,1677,967,Amarilis Maribel Guallpa Paguay
10.5281/zenodo.10719075,31,2024,openalex,last,Zoila Adamary Cruz Cueva,,,,,Zoila Adamary Cruz Cueva,adamary cruz cueva zoila,z|adamary cruz cueva,,,1283,688,Zoila Adamary Cruz Cueva
10.5281/zenodo.10719100,31,2024,openalex,first,Adriana Micaela Mendoza Altamirano,,,,,Adriana Micaela Mendoza Altamirano,adriana altamirano mendoza micaela,a|altamirano mendoza micaela,,,1284,689,Adriana Micaela Mendoza Altamirano
10.5281/zenodo.10719100,31,2024,openalex,middle,Cristofer Mijael Catota Velasco,,,,,Cristofer Mijael Catota Velasco,catota cristofer mijael velasco,c|catota mijael velasco,,,1285,690,Cristofer Mijael Catota Velasco
10.5281/zenodo.10719100,31,2024,openalex,middle,Jenny Victoria Manosalvas Tapia,,,,,Jenny Victoria Manosalvas Tapia,jenny manosalvas tapia victoria,j|manosalvas tapia victoria,,,1286,691,Jenny Victoria Manosalvas Tapia
10.5281/zenodo.10719100,31,2024,openalex,last,Mónica Sofía Pallo Sarabia,,,,,Mónica Sofía Pallo Sarabia,monica pallo sarabia sofia,m|pallo sarabia sofia,,,1740,1017,Mónica Sofía Pallo Sarabia
10.5281/zenodo.10719109,31,2024,openalex,first,Gabriela Monserrath Freire Neto,,,,,Gabriela Monserrath Freire Neto,freire gabriela monserrath neto,g|freire monserrath neto,,,1288,692,Gabriela Monserrath Freire Neto
10.5281/zenodo.10719109,31,2024,openalex,middle,Daniela Judith Araujo Moreta,,,,,Daniela Judith Araujo Moreta,araujo daniela judith moreta,d|araujo judith moreta,,,1289,693,Daniela Judith Araujo Moreta
10.5281/zenodo.10719109,31,2024,openalex,middle,Kevin Alexander Mejía Dávila,,,,,Kevin Alexander Mejía Dávila,alexander davila kevin mejia,k|alexander davila mejia,,,1290,694,Kevin Alexander Mejía Dávila
10.5281/zenodo.10719109,31,2024,openalex,last,Mónica Sofía Pallo Sarabia,,,,,Mónica Sofía Pallo Sarabia,monica pallo sarabia sofia,m|pallo sarabia sofia,,,1740,1017,Mónica Sofía Pallo Sarabia
10.5281/zenodo.10719121,31,2024,openalex,first,Florentin Smarandache,,,,,Florentin Smarandache,florentin smarandache,f|smarandache,,,2134,1302,Florentin Smarandache
10.5281/zenodo.10418860,30,2023,openalex,first,"Cristhian Daniel, Pozo Tarupí",,,,,"Cristhian Daniel, Pozo Tarupí",cristhian daniel pozo tarupi,c|daniel pozo tarupi,,,1293,695,"Cristhian Daniel, Pozo Tarupí"
10.5281/zenodo.10418860,30,2023,openalex,middle,"Carmen Marina, Méndez Cabrita",,,,,"Carmen Marina, Méndez Cabrita",cabrita carmen marina mendez,c|cabrita marina mendez,,,1541,860,Carmen Marina Méndez Cabrita
10.5281/zenodo.10418860,30,2023,openalex,last,"Diego Fernando, Coka Flores",,,,,"Diego Fernando, Coka Flores",coka diego fernando flores,d|coka fernando flores,,,1429,780,Diego Fernando Coka Flores
10.5281/zenodo.10418893,30,2023,openalex,first,"Nayelhi Nicole, Ayala Martínez",,,,,"Nayelhi Nicole, Ayala Martínez",ayala martinez nayelhi nicole,n|ayala martinez nicole,,,1296,696,"Nayelhi Nicole, Ayala Martínez"
10.5281/zenodo.10418893,30,2023,openalex,middle,"Carmen Marina, Méndez Cabrita",,,,,"Carmen Marina, Méndez Cabrita",cabrita carmen marina mendez,c|cabrita marina mendez,,,1541,860,Carmen Marina Méndez Cabrita
10.5281/zenodo.10418893,30,2023,openalex,last,"Jessica Johanna, Santander Moreno",,,,,"Jessica Johanna, Santander Moreno",jessica johanna moreno santander,j|johanna moreno santander,,,1401,762,"Jessica Johanna, Santander Moreno"
10.5281/zenodo.10418928,30,2023,openalex,first,"Yamily, González Cardona",,,,,"Yamily, González Cardona",cardona gonzalez yamily,y|cardona gonzalez,,,1299,697,"Yamily, González Cardona"
10.5281/zenodo.10418928,30,2023,openalex,middle,"Cristopher Josué, Pichucho Orozco",,,,,"Cristopher Josué, Pichucho Orozco",cristopher josue orozco pichucho,c|josue orozco pichucho,,,1300,698,"Cristopher Josué, Pichucho Orozco"
10.5281/zenodo.10418928,30,2023,openalex,last,"Carmen, Salinas Goodier",,,,,"Carmen, Salinas Goodier",carmen goodier salinas,c|goodier salinas,,,1806,1064,Carmen Salinas Goodier
10.5281/zenodo.10418934,30,2023,openalex,first,"Ximena Catalina, Navarrete Abedrabbo",,,,,"Ximena Catalina, Navarrete Abedrabbo",abedrabbo catalina navarrete ximena,x|abedrabbo catalina navarrete,,,1631,931,"Ximena Catalina, Navarrete Abedrabbo"
10.5281/zenodo.10418934,30,2023,openalex,middle,"Jorge David, Morales Cobos",,,,,"Jorge David, Morales Cobos",cobos david jorge morales,j|cobos david morales,,,1681,970,Jorge David Morales Cobos
10.5281/zenodo.10418934,30,2023,openalex,middle,"Sofia Milena, Ortiz Araque",,,,,"Sofia Milena, Ortiz Araque",araque milena ortiz sofia,s|araque milena ortiz,,,1304,699,"Sofia Milena, Ortiz Araque"
10.5281/zenodo.10418934,30,2023,openalex,last,"Nicole Patricia, Paredes Mena",,,,,"Nicole Patricia, Paredes Mena",mena nicole paredes patricia,n|mena paredes patricia,,,1305,700,"Nicole Patricia, Paredes Mena"
10.5281/zenodo.10418951,30,2023,openalex,first,"Samantha de los Ángeles, Vásquez Barberán",,,,,"Samantha de los Ángeles, Vásquez Barberán",angeles barberan samantha vasquez,s|angeles barberan vasquez,,,1823,1081,Samantha de los Ángeles Vásquez Barberán
10.5281/zenodo.10418951,30,2023,openalex,middle,"Ariana Emilia, Vásquez Chico",,,,,"Ariana Emilia, Vásquez Chico",ariana chico emilia vasquez,a|chico emilia vasquez,,,1307,701,"Ariana Emilia, Vásquez Chico"
10.5281/zenodo.10418951,30,2023,openalex,last,"Brian Steven, López Nacimba",,,,,"Brian Steven, López Nacimba",brian lopez nacimba steven,b|lopez nacimba steven,,,1308,702,"Brian Steven, López Nacimba"
10.5281/zenodo.110418955,30,2023,local,first,Emerson Mauricio Mart�nez Cuvi,,,,,Emerson Mauricio Mart�nez Cuvi,cuvi emerson mart mauricio nez,e|cuvi mart mauricio nez,,,1309,703,Emerson Mauricio Mart�nez Cuvi
10.5281/zenodo.110418955,30,2023,local,middle,Dayana Nataly Morocho Huaraca,,,,,Dayana Nataly Morocho Huaraca,dayana huaraca morocho nataly,d|huaraca morocho nataly,,,1310,704,Dayana Nataly Morocho Huaraca
